"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2016-06-14 13:54:55 +02:00"

"Country / territory of asylum/residence",Origin,Year,Month,Value
France,India,2016,January,9
France,India,2016,February,20
France,India,2016,March,20
France,India,2016,April,9
France,"Iran (Islamic Rep. of)",2016,January,30
France,"Iran (Islamic Rep. of)",2016,February,23
France,"Iran (Islamic Rep. of)",2016,March,27
France,"Iran (Islamic Rep. of)",2016,April,31
France,Iraq,2016,January,211
France,Iraq,2016,February,215
France,Iraq,2016,March,235
France,Iraq,2016,April,178
France,Israel,2016,March,1
France,Israel,2016,April,5
France,Jamaica,2016,March,1
France,Jamaica,2016,April,4
France,Kazakhstan,2016,February,10
France,Kazakhstan,2016,March,3
France,Kazakhstan,2016,April,5
France,Kenya,2016,January,5
France,Kenya,2016,February,5
France,Kenya,2016,March,2
France,Kenya,2016,April,3
France,Kyrgyzstan,2016,February,1
France,Kyrgyzstan,2016,March,9
France,Kyrgyzstan,2016,April,1
France,Kuwait,2016,January,3
France,Kuwait,2016,February,10
France,Kuwait,2016,March,10
France,Kuwait,2016,April,6
France,Liberia,2016,January,2
France,Liberia,2016,February,2
France,Liberia,2016,March,2
France,Libya,2016,January,34
France,Libya,2016,February,50
France,Libya,2016,March,33
France,Libya,2016,April,56
France,Lebanon,2016,January,7
France,Lebanon,2016,February,11
France,Lebanon,2016,March,1
France,Lebanon,2016,April,14
France,"Sri Lanka",2016,January,109
France,"Sri Lanka",2016,February,140
France,"Sri Lanka",2016,March,136
France,"Sri Lanka",2016,April,120
France,Madagascar,2016,January,3
France,Madagascar,2016,February,12
France,Madagascar,2016,March,7
France,Madagascar,2016,April,3
France,Mauritania,2016,January,51
France,Mauritania,2016,February,54
France,Mauritania,2016,March,64
France,Mauritania,2016,April,62
France,"The former Yugoslav Rep. of Macedonia",2016,January,39
France,"The former Yugoslav Rep. of Macedonia",2016,February,25
France,"The former Yugoslav Rep. of Macedonia",2016,March,20
France,"The former Yugoslav Rep. of Macedonia",2016,April,20
France,"Rep. of Moldova",2016,January,4
France,"Rep. of Moldova",2016,March,8
France,Mali,2016,January,123
France,Mali,2016,February,136
France,Mali,2016,March,168
France,Mali,2016,April,136
France,Montenegro,2016,January,14
France,Montenegro,2016,February,6
France,Montenegro,2016,March,7
France,Montenegro,2016,April,5
France,Mongolia,2016,January,9
France,Mongolia,2016,February,16
France,Mongolia,2016,March,4
France,Mongolia,2016,April,22
France,Morocco,2016,January,42
France,Morocco,2016,February,34
France,Morocco,2016,March,32
France,Morocco,2016,April,51
France,Mauritius,2016,February,1
France,Mauritius,2016,March,4
France,Mauritius,2016,April,3
France,Myanmar,2016,January,3
France,Myanmar,2016,February,2
France,Myanmar,2016,March,3
France,Nepal,2016,January,10
France,Nepal,2016,February,4
France,Nepal,2016,March,6
France,Nepal,2016,April,3
France,Niger,2016,January,9
France,Niger,2016,February,5
France,Niger,2016,March,5
France,Niger,2016,April,4
France,Nigeria,2016,January,114
France,Nigeria,2016,February,138
France,Nigeria,2016,March,166
France,Nigeria,2016,April,120
France,Pakistan,2016,January,165
France,Pakistan,2016,February,221
France,Pakistan,2016,March,169
France,Pakistan,2016,April,143
France,Peru,2016,January,2
France,Peru,2016,February,9
France,Peru,2016,March,1
France,Peru,2016,April,3
France,"Russian Federation",2016,January,113
France,"Russian Federation",2016,February,147
France,"Russian Federation",2016,March,147
France,"Russian Federation",2016,April,126
France,Rwanda,2016,January,15
France,Rwanda,2016,February,29
France,Rwanda,2016,March,10
France,Rwanda,2016,April,26
France,Senegal,2016,January,56
France,Senegal,2016,February,50
France,Senegal,2016,March,74
France,Senegal,2016,April,70
France,"Sierra Leone",2016,January,11
France,"Sierra Leone",2016,February,12
France,"Sierra Leone",2016,March,12
France,"Sierra Leone",2016,April,3
France,Somalia,2016,January,67
France,Somalia,2016,February,44
France,Somalia,2016,March,78
France,Somalia,2016,April,70
France,"Viet Nam",2016,February,3
France,"Viet Nam",2016,March,3
France,"Viet Nam",2016,April,4
France,Stateless,2016,January,24
France,Stateless,2016,February,21
France,Stateless,2016,March,13
France,Stateless,2016,April,22
France,Sudan,2016,January,464
France,Sudan,2016,February,545
France,Sudan,2016,March,718
France,Sudan,2016,April,534
France,"Syrian Arab Rep.",2016,January,393
France,"Syrian Arab Rep.",2016,February,429
France,"Syrian Arab Rep.",2016,March,299
France,"Syrian Arab Rep.",2016,April,292
France,Togo,2016,January,15
France,Togo,2016,February,9
France,Togo,2016,March,9
France,Togo,2016,April,11
France,Tunisia,2016,January,35
France,Tunisia,2016,February,37
France,Tunisia,2016,March,23
France,Tunisia,2016,April,24
France,Turkey,2016,January,77
France,Turkey,2016,February,99
France,Turkey,2016,March,86
France,Turkey,2016,April,64
France,Uganda,2016,January,3
France,Uganda,2016,February,2
France,Uganda,2016,March,1
France,Uganda,2016,April,3
France,Ukraine,2016,January,57
France,Ukraine,2016,February,55
France,Ukraine,2016,March,56
France,Ukraine,2016,April,31
France,"Venezuela (Bolivarian Republic of)",2016,January,4
France,"Venezuela (Bolivarian Republic of)",2016,February,3
France,"Venezuela (Bolivarian Republic of)",2016,March,4
France,"Venezuela (Bolivarian Republic of)",2016,April,17
France,"South Sudan",2016,January,6
France,"South Sudan",2016,February,5
France,"South Sudan",2016,March,4
France,"South Sudan",2016,April,2
France,"Western Sahara",2016,January,39
France,"Western Sahara",2016,February,64
France,"Western Sahara",2016,March,44
France,"Western Sahara",2016,April,90
France,Yemen,2016,January,11
France,Yemen,2016,February,1
France,Yemen,2016,March,3
France,Yemen,2016,April,13
"United Kingdom of Great Britain and Northern Ireland",Afghanistan,2016,January,224
"United Kingdom of Great Britain and Northern Ireland",Afghanistan,2016,February,218
"United Kingdom of Great Britain and Northern Ireland",Afghanistan,2016,March,224
"United Kingdom of Great Britain and Northern Ireland",Albania,2016,January,131
"United Kingdom of Great Britain and Northern Ireland",Albania,2016,February,143
"United Kingdom of Great Britain and Northern Ireland",Albania,2016,March,163
"United Kingdom of Great Britain and Northern Ireland",Algeria,2016,January,23
"United Kingdom of Great Britain and Northern Ireland",Algeria,2016,February,9
"United Kingdom of Great Britain and Northern Ireland",Algeria,2016,March,10
"United Kingdom of Great Britain and Northern Ireland",Angola,2016,January,3
"United Kingdom of Great Britain and Northern Ireland",Angola,2016,February,2
"United Kingdom of Great Britain and Northern Ireland",Angola,2016,March,5
"United Kingdom of Great Britain and Northern Ireland","Antigua and Barbuda",2016,January,2
"United Kingdom of Great Britain and Northern Ireland",Egypt,2016,January,22
"United Kingdom of Great Britain and Northern Ireland",Egypt,2016,February,22
"United Kingdom of Great Britain and Northern Ireland",Egypt,2016,March,26
"United Kingdom of Great Britain and Northern Ireland",Armenia,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Australia,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Azerbaijan,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Azerbaijan,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Azerbaijan,2016,March,4
"United Kingdom of Great Britain and Northern Ireland",Bahrain,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Bahrain,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Bahrain,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Barbados,2016,January,2
"United Kingdom of Great Britain and Northern Ireland",Barbados,2016,March,5
"United Kingdom of Great Britain and Northern Ireland",Burundi,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Burundi,2016,February,2
"United Kingdom of Great Britain and Northern Ireland",Burundi,2016,March,2
"United Kingdom of Great Britain and Northern Ireland",Benin,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Bangladesh,2016,January,233
"United Kingdom of Great Britain and Northern Ireland",Bangladesh,2016,February,172
"United Kingdom of Great Britain and Northern Ireland",Bangladesh,2016,March,179
"United Kingdom of Great Britain and Northern Ireland",Bahamas,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Belarus,2016,February,2
"United Kingdom of Great Britain and Northern Ireland",Belarus,2016,March,2
"United Kingdom of Great Britain and Northern Ireland","Bolivia (Plurinational State of)",2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Botswana,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Botswana,2016,February,4
"United Kingdom of Great Britain and Northern Ireland",Botswana,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Brazil,2016,January,2
"United Kingdom of Great Britain and Northern Ireland",Brazil,2016,February,7
"United Kingdom of Great Britain and Northern Ireland",Brazil,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Belize,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Canada,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Canada,2016,March,1
"United Kingdom of Great Britain and Northern Ireland","Central African Rep.",2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Chad,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",China,2016,January,80
"United Kingdom of Great Britain and Northern Ireland",China,2016,February,76
"United Kingdom of Great Britain and Northern Ireland",China,2016,March,69
"United Kingdom of Great Britain and Northern Ireland",Cameroon,2016,January,9
"United Kingdom of Great Britain and Northern Ireland",Cameroon,2016,February,10
"United Kingdom of Great Britain and Northern Ireland",Cameroon,2016,March,19
"United Kingdom of Great Britain and Northern Ireland",Congo,2016,January,2
"United Kingdom of Great Britain and Northern Ireland",Congo,2016,March,8
"United Kingdom of Great Britain and Northern Ireland","Dem. Rep. of the Congo",2016,January,20
"United Kingdom of Great Britain and Northern Ireland","Dem. Rep. of the Congo",2016,February,6
"United Kingdom of Great Britain and Northern Ireland","Dem. Rep. of the Congo",2016,March,19
"United Kingdom of Great Britain and Northern Ireland",Comoros,2016,January,4
"United Kingdom of Great Britain and Northern Ireland",Cuba,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Denmark,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Dominica,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Dominica,2016,February,4
"United Kingdom of Great Britain and Northern Ireland",Dominica,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Eritrea,2016,January,93
"United Kingdom of Great Britain and Northern Ireland",Eritrea,2016,February,86
"United Kingdom of Great Britain and Northern Ireland",Eritrea,2016,March,112
"United Kingdom of Great Britain and Northern Ireland",Ethiopia,2016,January,29
"United Kingdom of Great Britain and Northern Ireland",Ethiopia,2016,February,33
"United Kingdom of Great Britain and Northern Ireland",Ethiopia,2016,March,27
"United Kingdom of Great Britain and Northern Ireland",France,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",France,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Gambia,2016,January,24
"United Kingdom of Great Britain and Northern Ireland",Gambia,2016,February,25
"United Kingdom of Great Britain and Northern Ireland",Gambia,2016,March,8
"United Kingdom of Great Britain and Northern Ireland",Palestinian,2016,January,30
"United Kingdom of Great Britain and Northern Ireland",Palestinian,2016,February,14
"United Kingdom of Great Britain and Northern Ireland",Palestinian,2016,March,11
"United Kingdom of Great Britain and Northern Ireland",Georgia,2016,January,7
"United Kingdom of Great Britain and Northern Ireland",Georgia,2016,February,5
"United Kingdom of Great Britain and Northern Ireland",Georgia,2016,March,6
"United Kingdom of Great Britain and Northern Ireland",Ghana,2016,January,24
"United Kingdom of Great Britain and Northern Ireland",Ghana,2016,February,26
"United Kingdom of Great Britain and Northern Ireland",Ghana,2016,March,19
"United Kingdom of Great Britain and Northern Ireland",Grenada,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Grenada,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Guinea,2016,January,6
"United Kingdom of Great Britain and Northern Ireland",Guinea,2016,February,4
"United Kingdom of Great Britain and Northern Ireland",Guinea,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Honduras,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Croatia,2016,March,1
"United Kingdom of Great Britain and Northern Ireland","Côte d'Ivoire",2016,January,2
"United Kingdom of Great Britain and Northern Ireland","Côte d'Ivoire",2016,March,2
"United Kingdom of Great Britain and Northern Ireland",India,2016,January,175
"United Kingdom of Great Britain and Northern Ireland",India,2016,February,147
"United Kingdom of Great Britain and Northern Ireland",India,2016,March,171
"United Kingdom of Great Britain and Northern Ireland",Indonesia,2016,January,2
"United Kingdom of Great Britain and Northern Ireland",Indonesia,2016,March,2
"United Kingdom of Great Britain and Northern Ireland","Iran (Islamic Rep. of)",2016,January,588
"United Kingdom of Great Britain and Northern Ireland","Iran (Islamic Rep. of)",2016,February,538
"United Kingdom of Great Britain and Northern Ireland","Iran (Islamic Rep. of)",2016,March,507
"United Kingdom of Great Britain and Northern Ireland",Iraq,2016,January,377
"United Kingdom of Great Britain and Northern Ireland",Iraq,2016,February,391
"United Kingdom of Great Britain and Northern Ireland",Iraq,2016,March,276
"United Kingdom of Great Britain and Northern Ireland",Israel,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Jamaica,2016,January,19
"United Kingdom of Great Britain and Northern Ireland",Jamaica,2016,February,15
"United Kingdom of Great Britain and Northern Ireland",Jamaica,2016,March,24
"United Kingdom of Great Britain and Northern Ireland",Jordan,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Jordan,2016,February,2
"United Kingdom of Great Britain and Northern Ireland",Jordan,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Japan,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Kazakhstan,2016,March,3
"United Kingdom of Great Britain and Northern Ireland",Kenya,2016,January,13
"United Kingdom of Great Britain and Northern Ireland",Kenya,2016,February,11
"United Kingdom of Great Britain and Northern Ireland",Kenya,2016,March,9
"United Kingdom of Great Britain and Northern Ireland",Kyrgyzstan,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Kyrgyzstan,2016,February,1
"United Kingdom of Great Britain and Northern Ireland","Rep. of Korea",2016,January,5
"United Kingdom of Great Britain and Northern Ireland","Dem. People's Rep. of Korea",2016,January,1
"United Kingdom of Great Britain and Northern Ireland","Dem. People's Rep. of Korea",2016,February,3
"United Kingdom of Great Britain and Northern Ireland",Kuwait,2016,January,9
"United Kingdom of Great Britain and Northern Ireland",Kuwait,2016,February,25
"United Kingdom of Great Britain and Northern Ireland",Kuwait,2016,March,25
"United Kingdom of Great Britain and Northern Ireland",Liberia,2016,February,2
"United Kingdom of Great Britain and Northern Ireland",Libya,2016,January,91
"United Kingdom of Great Britain and Northern Ireland",Libya,2016,February,39
"United Kingdom of Great Britain and Northern Ireland",Libya,2016,March,46
"United Kingdom of Great Britain and Northern Ireland","Saint Lucia",2016,January,5
"United Kingdom of Great Britain and Northern Ireland","Saint Lucia",2016,February,1
"United Kingdom of Great Britain and Northern Ireland","Saint Lucia",2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Lebanon,2016,January,8
"United Kingdom of Great Britain and Northern Ireland",Lebanon,2016,February,11
"United Kingdom of Great Britain and Northern Ireland",Lebanon,2016,March,1
"United Kingdom of Great Britain and Northern Ireland","Sri Lanka",2016,January,142
"United Kingdom of Great Britain and Northern Ireland","Sri Lanka",2016,February,94
"United Kingdom of Great Britain and Northern Ireland","Sri Lanka",2016,March,119
"United Kingdom of Great Britain and Northern Ireland",Lithuania,2016,January,2
"United Kingdom of Great Britain and Northern Ireland",Lithuania,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Latvia,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Latvia,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Mauritania,2016,January,1
"United Kingdom of Great Britain and Northern Ireland","Rep. of Moldova",2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Maldives,2016,January,4
"United Kingdom of Great Britain and Northern Ireland",Mexico,2016,January,4
"United Kingdom of Great Britain and Northern Ireland",Mexico,2016,February,6
"United Kingdom of Great Britain and Northern Ireland",Mexico,2016,March,2
"United Kingdom of Great Britain and Northern Ireland",Mali,2016,January,2
"United Kingdom of Great Britain and Northern Ireland",Mali,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Mali,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Malaysia,2016,January,14
"United Kingdom of Great Britain and Northern Ireland",Malaysia,2016,February,3
"United Kingdom of Great Britain and Northern Ireland",Malaysia,2016,March,4
"United Kingdom of Great Britain and Northern Ireland",Malawi,2016,January,8
"United Kingdom of Great Britain and Northern Ireland",Malawi,2016,February,14
"United Kingdom of Great Britain and Northern Ireland",Malawi,2016,March,4
"United Kingdom of Great Britain and Northern Ireland",Mongolia,2016,February,5
"United Kingdom of Great Britain and Northern Ireland",Morocco,2016,January,6
"United Kingdom of Great Britain and Northern Ireland",Morocco,2016,February,6
"United Kingdom of Great Britain and Northern Ireland",Morocco,2016,March,8
"United Kingdom of Great Britain and Northern Ireland",Mauritius,2016,January,6
"United Kingdom of Great Britain and Northern Ireland",Mauritius,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Mauritius,2016,March,5
"United Kingdom of Great Britain and Northern Ireland",Myanmar,2016,January,11
"United Kingdom of Great Britain and Northern Ireland",Myanmar,2016,February,6
"United Kingdom of Great Britain and Northern Ireland",Myanmar,2016,March,7
"United Kingdom of Great Britain and Northern Ireland",Namibia,2016,January,7
"United Kingdom of Great Britain and Northern Ireland",Namibia,2016,February,9
"United Kingdom of Great Britain and Northern Ireland",Nepal,2016,January,26
"United Kingdom of Great Britain and Northern Ireland",Nepal,2016,February,14
"United Kingdom of Great Britain and Northern Ireland",Nepal,2016,March,18
"United Kingdom of Great Britain and Northern Ireland",Netherlands,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Nigeria,2016,January,182
"United Kingdom of Great Britain and Northern Ireland",Nigeria,2016,February,153
"United Kingdom of Great Britain and Northern Ireland",Nigeria,2016,March,144
"United Kingdom of Great Britain and Northern Ireland",Oman,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Pakistan,2016,January,389
"United Kingdom of Great Britain and Northern Ireland",Pakistan,2016,February,324
"United Kingdom of Great Britain and Northern Ireland",Pakistan,2016,March,288
"United Kingdom of Great Britain and Northern Ireland",Panama,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Philippines,2016,January,8
"United Kingdom of Great Britain and Northern Ireland",Philippines,2016,February,6
"United Kingdom of Great Britain and Northern Ireland",Philippines,2016,March,7
"United Kingdom of Great Britain and Northern Ireland","Papua New Guinea",2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Poland,2016,January,4
"United Kingdom of Great Britain and Northern Ireland",Poland,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Qatar,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Romania,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Romania,2016,March,1
"United Kingdom of Great Britain and Northern Ireland","South Africa",2016,January,6
"United Kingdom of Great Britain and Northern Ireland","South Africa",2016,February,6
"United Kingdom of Great Britain and Northern Ireland","South Africa",2016,March,3
"United Kingdom of Great Britain and Northern Ireland","Russian Federation",2016,January,4
"United Kingdom of Great Britain and Northern Ireland","Russian Federation",2016,February,11
"United Kingdom of Great Britain and Northern Ireland","Russian Federation",2016,March,9
"United Kingdom of Great Britain and Northern Ireland",Rwanda,2016,January,2
"United Kingdom of Great Britain and Northern Ireland",Rwanda,2016,February,3
"United Kingdom of Great Britain and Northern Ireland",Rwanda,2016,March,3
"United Kingdom of Great Britain and Northern Ireland","El Salvador",2016,January,1
"United Kingdom of Great Britain and Northern Ireland","El Salvador",2016,February,13
"United Kingdom of Great Britain and Northern Ireland","El Salvador",2016,March,11
"United Kingdom of Great Britain and Northern Ireland","Saudi Arabia",2016,January,19
"United Kingdom of Great Britain and Northern Ireland","Saudi Arabia",2016,February,8
"United Kingdom of Great Britain and Northern Ireland","Saudi Arabia",2016,March,7
"United Kingdom of Great Britain and Northern Ireland",Senegal,2016,January,7
"United Kingdom of Great Britain and Northern Ireland",Senegal,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Senegal,2016,March,4
"United Kingdom of Great Britain and Northern Ireland","Sierra Leone",2016,January,2
"United Kingdom of Great Britain and Northern Ireland","Sierra Leone",2016,February,6
"United Kingdom of Great Britain and Northern Ireland","Sierra Leone",2016,March,2
"United Kingdom of Great Britain and Northern Ireland",Somalia,2016,January,23
"United Kingdom of Great Britain and Northern Ireland",Somalia,2016,February,23
"United Kingdom of Great Britain and Northern Ireland",Somalia,2016,March,27
"United Kingdom of Great Britain and Northern Ireland","Viet Nam",2016,January,58
"United Kingdom of Great Britain and Northern Ireland","Viet Nam",2016,February,61
"United Kingdom of Great Britain and Northern Ireland","Viet Nam",2016,March,47
"United Kingdom of Great Britain and Northern Ireland",Stateless,2016,January,56
"United Kingdom of Great Britain and Northern Ireland",Stateless,2016,February,68
"United Kingdom of Great Britain and Northern Ireland",Stateless,2016,March,68
"United Kingdom of Great Britain and Northern Ireland",Sudan,2016,January,77
"United Kingdom of Great Britain and Northern Ireland",Sudan,2016,February,94
"United Kingdom of Great Britain and Northern Ireland",Sudan,2016,March,53
"United Kingdom of Great Britain and Northern Ireland",Swaziland,2016,March,3
"United Kingdom of Great Britain and Northern Ireland",Sweden,2016,February,1
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,January,177
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,February,141
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,March,175
"United Kingdom of Great Britain and Northern Ireland","United Rep. of Tanzania",2016,January,6
"United Kingdom of Great Britain and Northern Ireland","United Rep. of Tanzania",2016,February,6
"United Kingdom of Great Britain and Northern Ireland","United Rep. of Tanzania",2016,March,2
"United Kingdom of Great Britain and Northern Ireland",Thailand,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Thailand,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Thailand,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Tajikistan,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Tajikistan,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Turkmenistan,2016,January,3
"United Kingdom of Great Britain and Northern Ireland",Togo,2016,March,1
"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",2016,January,5
"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",2016,February,4
"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",2016,March,2
"United Kingdom of Great Britain and Northern Ireland",Tunisia,2016,January,5
"United Kingdom of Great Britain and Northern Ireland",Tunisia,2016,February,3
"United Kingdom of Great Britain and Northern Ireland",Tunisia,2016,March,4
"United Kingdom of Great Britain and Northern Ireland",Turkey,2016,January,29
"United Kingdom of Great Britain and Northern Ireland",Turkey,2016,February,21
"United Kingdom of Great Britain and Northern Ireland",Turkey,2016,March,23
"United Kingdom of Great Britain and Northern Ireland",Uganda,2016,January,34
"United Kingdom of Great Britain and Northern Ireland",Uganda,2016,February,25
"United Kingdom of Great Britain and Northern Ireland",Uganda,2016,March,22
"United Kingdom of Great Britain and Northern Ireland",Ukraine,2016,January,6
"United Kingdom of Great Britain and Northern Ireland",Ukraine,2016,February,7
"United Kingdom of Great Britain and Northern Ireland",Ukraine,2016,March,8
"United Kingdom of Great Britain and Northern Ireland","United States of America",2016,January,5
"United Kingdom of Great Britain and Northern Ireland","United States of America",2016,February,2
"United Kingdom of Great Britain and Northern Ireland","United States of America",2016,March,2
"United Kingdom of Great Britain and Northern Ireland",Uzbekistan,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Uzbekistan,2016,February,2
"United Kingdom of Great Britain and Northern Ireland",Uzbekistan,2016,March,1
"United Kingdom of Great Britain and Northern Ireland","Saint Vincent and the Grenadines",2016,January,1
"United Kingdom of Great Britain and Northern Ireland","Saint Vincent and the Grenadines",2016,February,2
"United Kingdom of Great Britain and Northern Ireland","Saint Vincent and the Grenadines",2016,March,7
"United Kingdom of Great Britain and Northern Ireland","Venezuela (Bolivarian Republic of)",2016,January,2
"United Kingdom of Great Britain and Northern Ireland",Yemen,2016,January,15
"United Kingdom of Great Britain and Northern Ireland",Yemen,2016,February,4
"United Kingdom of Great Britain and Northern Ireland",Yemen,2016,March,3
"United Kingdom of Great Britain and Northern Ireland",Zambia,2016,January,4
"United Kingdom of Great Britain and Northern Ireland",Zambia,2016,February,3
"United Kingdom of Great Britain and Northern Ireland",Zambia,2016,March,7
"United Kingdom of Great Britain and Northern Ireland",Zimbabwe,2016,January,33
"United Kingdom of Great Britain and Northern Ireland",Zimbabwe,2016,February,34
"United Kingdom of Great Britain and Northern Ireland",Zimbabwe,2016,March,26
Germany,Afghanistan,2016,January,4917
Germany,Afghanistan,2016,February,7268
Germany,Afghanistan,2016,March,7567
Germany,Afghanistan,2016,April,8458
Germany,Albania,2016,January,1202
Germany,Albania,2016,February,1210
Germany,Albania,2016,March,825
Germany,Albania,2016,April,1188
Germany,Algeria,2016,January,162
Germany,Algeria,2016,February,548
Germany,Algeria,2016,March,194
Germany,Algeria,2016,April,321
Germany,Angola,2016,February,5
Germany,Angola,2016,March,1
Germany,Angola,2016,April,5
Germany,Egypt,2016,January,57
Germany,Egypt,2016,February,107
Germany,Egypt,2016,March,83
Germany,Egypt,2016,April,109
Germany,Armenia,2016,January,131
Germany,Armenia,2016,February,137
Germany,Armenia,2016,March,174
Germany,Armenia,2016,April,180
Germany,Azerbaijan,2016,January,78
Germany,Azerbaijan,2016,February,85
Germany,Azerbaijan,2016,March,99
Germany,Azerbaijan,2016,April,179
Germany,Bahrain,2016,January,1
Germany,Bahrain,2016,February,3
Germany,Burundi,2016,April,3
Germany,Belgium,2016,April,1
Germany,Benin,2016,January,21
Germany,Benin,2016,February,6
Germany,Benin,2016,March,22
Germany,Benin,2016,April,1
Germany,Bangladesh,2016,January,43
Germany,Bangladesh,2016,February,97
Germany,Bangladesh,2016,March,73
Germany,Bangladesh,2016,April,152
Germany,Bhutan,2016,January,1
Germany,Bhutan,2016,February,1
Germany,"Burkina Faso",2016,January,6
Germany,"Burkina Faso",2016,February,6
Germany,"Burkina Faso",2016,March,9
Germany,"Burkina Faso",2016,April,5
Germany,Belarus,2016,January,17
Germany,Belarus,2016,February,5
Germany,Belarus,2016,March,21
Germany,Belarus,2016,April,2
Germany,"Bolivia (Plurinational State of)",2016,February,1
Germany,Botswana,2016,April,2
Germany,"Bosnia and Herzegovina",2016,January,203
Germany,"Bosnia and Herzegovina",2016,February,178
Germany,"Bosnia and Herzegovina",2016,March,134
Germany,"Bosnia and Herzegovina",2016,April,120
Germany,Bulgaria,2016,February,1
Germany,Bulgaria,2016,March,1
Germany,Cambodia,2016,March,1
Germany,"Central African Rep.",2016,January,3
Germany,"Central African Rep.",2016,March,4
Germany,"Central African Rep.",2016,April,3
Germany,Chad,2016,January,8
Germany,Chad,2016,February,9
Germany,Chad,2016,March,4
Germany,Chad,2016,April,10
Germany,China,2016,January,22
Germany,China,2016,February,6
Germany,China,2016,March,13
Germany,China,2016,April,50
Germany,Cameroon,2016,January,36
Germany,Cameroon,2016,February,70
Germany,Cameroon,2016,March,75
Germany,Cameroon,2016,April,63
Germany,Congo,2016,January,2
Germany,Congo,2016,February,2
Germany,Congo,2016,March,3
Germany,Congo,2016,April,5
Germany,"Dem. Rep. of the Congo",2016,January,2
Germany,"Dem. Rep. of the Congo",2016,February,2
Germany,"Dem. Rep. of the Congo",2016,March,11
Germany,"Dem. Rep. of the Congo",2016,April,2
Germany,Colombia,2016,March,1
Germany,Cuba,2016,January,3
Germany,Cuba,2016,March,1
Germany,Cuba,2016,April,5
Germany,Djibouti,2016,January,1
Germany,Ecuador,2016,February,1
Germany,"Equatorial Guinea",2016,March,1
Germany,"Equatorial Guinea",2016,April,1
